clip_id,condition,model_name,predicted_intent,is_valid,prompt_tokens,completion_tokens
0,ns_metricgan,google/gemini-2.5-pro,alarm_set,True,372,3
100,ns_metricgan,google/gemini-2.5-pro,weather_query,True,371,3
10016,ns_metricgan,google/gemini-2.5-pro,general_greet,True,367,3
10019,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,375,3
10023,ns_metricgan,google/gemini-2.5-pro,transport_query,True,374,3
10027,ns_metricgan,google/gemini-2.5-pro,game,True,367,1
10031,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,375,3
10038,ns_metricgan,google/gemini-2.5-pro,qa_factoid,True,369,4
10045,ns_metricgan,google/gemini-2.5-pro,general_quirky,True,369,4
10048,ns_metricgan,google/gemini-2.5-pro,general_greet,True,365,3
10049,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,372,3
10053,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,368,3
10055,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,370,3
10061,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,369,3
1007,ns_metricgan,google/gemini-2.5-pro,play_music,True,369,3
10072,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,370,3
10076,ns_metricgan,google/gemini-2.5-pro,qa_factoid,True,371,4
10077,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,369,3
10078,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,369,3
10080,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,369,3
10081,ns_metricgan,google/gemini-2.5-pro,transport_query,True,369,3
10090,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,370,3
10093,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,367,3
10097,ns_metricgan,google/gemini-2.5-pro,takeaway_query,True,370,4
10099,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,369,3
10100,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,368,3
10105,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,374,3
10107,ns_metricgan,google/gemini-2.5-pro,general_quirky,True,374,4
10119,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,374,3
10125,ns_metricgan,google/gemini-2.5-pro,qa_definition,True,371,3
10132,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,373,3
1014,ns_metricgan,google/gemini-2.5-pro,transport_query,True,373,3
10150,ns_metricgan,google/gemini-2.5-pro,general_quirky,True,371,4
10156,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,372,3
10164,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,369,3
10166,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,368,3
10171,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,369,3
10177,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,365,3
10182,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,375,3
10197,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,370,3
102,ns_metricgan,google/gemini-2.5-pro,weather_query,True,371,3
10206,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,367,3
10213,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,368,3
10214,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,371,3
10216,ns_metricgan,google/gemini-2.5-pro,query,True,372,1
10217,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,372,3
10220,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,373,3
10224,ns_metricgan,google/gemini-2.5-pro,general_quirky,True,367,4
10226,ns_metricgan,google/gemini-2.5-pro,cooking_recipe,True,371,3
10247,ns_metricgan,google/gemini-2.5-pro,play_game,True,367,3
10256,ns_metricgan,google/gemini-2.5-pro,play_game,True,365,3
10260,ns_metricgan,google/gemini-2.5-pro,general_quirky,True,367,4
10263,ns_metricgan,google/gemini-2.5-pro,query,True,369,1
10268,ns_metricgan,google/gemini-2.5-pro,play_game,True,372,3
10276,ns_metricgan,google/gemini-2.5-pro,general_quirky,True,370,4
10285,ns_metricgan,google/gemini-2.5-pro,play_game,True,368,3
